PRIORITY RANK,NOTE,BASIN,HUC_12,COUNTY,DESCRIPTION,STATION,USE,CAUSE(S)
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER (AIWW) AT MARKER #27,11-12,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER (AIWW) AT MARKER #51,11-16,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER (LOG BRIDGE CREEK) AT MARKER #54,11-17,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER AT MOUTH OF PENNY CREEK NEAR MARKER #25,11-27,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,MOUTH OF ELLIOTT CUT AT EDGE WTR DR (S-10-26 OFF HW 17),MD-025,AL,DO
3,,SANTEE,030502020202,CHARLESTON,STONO RVR AT SC 700,MD-026,AL,DO
3,,SANTEE,030502020202,CHARLESTON,STONO RVR AT S-10-20 2 MI UPSTRM OF CLEMSON EXP STA,MD-202,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502020203,CHARLESTON,UNNAMED TRIB APPROX 0.4 MI NNE OF MOUTH OF CHAPLIN CREEK,RT-13052,AL,DO
,,,,,,,,
3,,SANTEE,030502020204,CHARLESTON,FOLLY CREEK AT SECESSIONVILLE POLLUTION LINE (10A-15A),MD-274,AL,TURBIDITY
,,,,,,,,
3,,SANTEE,030502020205,CHARLESTON,ABBAPOOLA CREEK AT FIRST LARGE BEND,11-06,SHELLFISH,FC
3,,SANTEE,030502020205,CHARLESTON,ABBAPOOLA CREEK AT CONFLUENCE WITH SMALL CREEK ON WEST BANK AT SEVENTH BEND (C-4/99),11-06A,SHELLFISH,FC
3,,SANTEE,030502020205,CHARLESTON,CINDER CREEK AT PUBLIC DOCK (3RD BEND FROM CONFLUENCE WITH BASSK CREEK) (C5-01),11-34,SHELLFISH,FC
3,,SANTEE,030502020205,CHARLESTON,BASS CREEK AT PUBLIC DOCK (5TH BEND FROM CONFLUENCE WITH CINDER CREEK (C5-01),11-35,SHELLFISH,FC
3,,SANTEE,030502020205,CHARLESTON,ABBAPOOLA CREEK@ BLIND ROAD,MD-802,REC,ENTERO
3,,SANTEE,030502020205,CHARLESTON,"TRIBUTARY TO STONO INLET,  11 M SW OF CHARLESTON",RT-01642,AL,TURBIDITY
3,,SANTEE,030502020205,CHARLESTON,BASS CREEK APPROX 140 M SW OF SHELLFISH SITE 11-31,RT-16116,AL,TURBIDITY
,,,,,,,,
3,,SANTEE,030502060402,CHARLESTON,STONO RIVER (AIWW) AT MARKER #63,11-15,SHELLFISH,FC
,,,,,,,,
3,,SANTEE,030502090101,CHARLESTON,ALLIGATOR CREEK AT STATE SHELLFISH GROUND (06B-12),MD-265,AL,TURBIDITY
3,,SANTEE,030502090101,CHARLESTON,E FORK OF DEVILS DEN CK HEADWATERS,RT-02016,AL,CU
3,,SANTEE,030502090101,CHARLESTON,DEVILS DEN CREEK JUST UPCREEK OF FIRST MAJOR TRIB,RT-13053,AL,TURBIDITY
3,,SANTEE,030502090101,CHARLESTON,RAMHORN CREEK 4.5 MILES EAST OF MCCELLANVILLE,RT-15097,AL,TURBIDITY
,,,,,,,,
3,,SANTEE,030502090201,CHARLESTON,AWENDAW CREEK AT US 17,MD-250,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502090202,CHARLESTON,TIBWIN CREEK AT MARKER #42,07-05,SHELLFISH,FC
3,,SANTEE,030502090202,CHARLESTON,SANDY POINT CREEK - 4TH BEND,07-15,SHELLFISH,FC
3,,SANTEE,030502090202,CHARLESTON,"AIWW,  MIDWAY BETWEEN TIBWIN CREEK AND MATTHEWS CREEK",07-21,SHELLFISH,FC
3,,SANTEE,030502090202,CHARLESTON,"TIBWIN CREEK PAST FIRST BEND,  AT FIRST SMALL CREEK ON RIGHT",07-22,SHELLFISH,FC
3,,SANTEE,030502090202,CHARLESTON,JEREMY CK NEAR BOAT LANDING AT MCCLELLANVILLE TOWN HALL,MD-203,AL,DO
3,,SANTEE,030502090202,CHARLESTON,JEREMY CK NEAR BOAT LANDING AT MCCLELLANVILLE TOWN HALL,MD-203,REC,ENTERO
3,,SANTEE,030502090202,CHARLESTON,AWENDAW CREEK AT MARKER #57 (07-03),MD-268,AL,TURBIDITY
3,,SANTEE,030502090202,CHARLESTON,AIWW MIDWAY BETWEEN AWENDAW AND GRAHAM CREEK,MD-793,REC,ENTERO
3,,SANTEE,030502090202,CHARLESTON,AIWW DOCK ACROSS FROM THE ENTRANCE OF GRAHAM CREEK,MD-794,REC,ENTERO
3,,SANTEE,030502090202,CHARLESTON,AIWW TRIB NORTH OF SEWEE CAMP AND SOUTH OF HOUSES,MD-796,REC,ENTERO
3,,SANTEE,030502090202,CHARLESTON,"TRIBUTARY TO MATHEWS CREEK,  1 M S OF MCLELLANVILLE",RT-01623,AL,TURBIDITY
3,,SANTEE,030502090202,CHARLESTON,VENNING CREEK 0.7 MI FROM MOUTH OF VANDERHORST CREEK,RT-07060,AL,TURBIDITY
3,,SANTEE,030502090202,CHARLESTON,LITTLE PAPAS CREEK 0.5 MILES NNE OF CONFLUENCE WITH PAPAS CREEK,RT-11009,AL,TURBIDITY
3,,SANTEE,030502090202,CHARLESTON,LITTLE SETT CREEK BETWEEN SETT CREEK AND FIVE FATHOM CREEK,RT-16137,AL,TURBIDITY
,,,,,,,,
3,,SANTEE,030502090203,CHARLESTON,AIWW ADJACENT TO WILD DUNES GOLF COURSE STORM DRAINAGE OUTFALL,09A-18,SHELLFISH,FC
,,,,,,,,
3,,SANTEE,030502090204,CHARLESTON,UPPER INLET CREEK AT JENNIE CREEK,09A-30,SHELLFISH,FC
3,,SANTEE,030502090204,CHARLESTON,BAY AT END OF UPPER INLET CREEK,09A-31,SHELLFISH,FC
,,,,,,,,
3,,SAVANNAH,030502010707,OCONEE,"WHETSTONE CREEK,  UPSTREAM PORTION NEAR MOUTH",MC-03,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010102,OCONEE,LAKE JOCASSEE TOXAWAY RIVER ARM,CL-018,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601010104,OCONEE,LAKE JOCASSEE @ END OF SEC RD 25,SV-313,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601010105,PICKENS,LAKE JOCASSEE APPROX 1.6 MI S OF SV-335 AT BIG TURN IN LAKE AROUND LARGE LAND POINT,RL-13080,AL,TN
,,,,,,,,
3,,SAVANNAH,030601010204,OCONEE,LAKE KEOWEE AT NUCLEAR PLANT NEAR DAM,CL-017,FISH,HG
3,,SAVANNAH,030601010204,OCONEE,LAKE KEOWEE @ SEC RD 44 (FALL CR. ACCESS),SV-229A,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601010302,OCONEE,NORTH FORK LITTLE RIVER AT S-37-73 -CRESTWOOD DR- WSW OF SALEM,RS-12089,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601010305,OCONEE,LK KEOWEE AT SC 188 - CANE CK ARM 3.5 MI NW SENECA,SV-311,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601010402,PICKENS,NORTH FORK AT US 178 2.9 MI N OF PICKENS,SV-206,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010405,PICKENS,RICES CREEK AT SR 158,SV-740,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010406,PICKENS,GOLDEN CREEK AT GOLDEN CRK. RD.,SV-738,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010408,PICKENS,LAKE HARTWELL - TWELVE MI CK ARM AT SC 133,SV-107,FISH,PCB
,,,,,,,,
3,,SAVANNAH,030601010502,OCONEE,CONEROSS CK AT SC 59,SV-004,AL,CD
,,,,,,,,
3,,SAVANNAH,030601010503,OCONEE,SNOW CREEK AT S-37-51 4.9 MI SW OF SENECA,RS-05412,REC,ECOLI
3,,SAVANNAH,030601010503,OCONEE,LAKE HARTWELL @ CONEROSS CREEK,SV-799,FISH,"HG, PCB"
,,,,,,,,
3,,SAVANNAH,030601010601,PICKENS,WOODSIDE BR AT US 123 1.5 MI E OF LIBERTY,SV-241,AL,PH
,,,,,,,,
3,,SAVANNAH,030601010602,ANDERSON,EIGHTEENMILE CK AT S-39-93 S OF CENTRAL,SV-135,AL,PH
3,,SAVANNAH,030601010602,ANDERSON,EIGHTEENMILE CK AT 2-04-279,SV-233,AL,CD
3,,SAVANNAH,030601010602,ANDERSON,LAKE HARTWELL - EIGHTEEN MILE CK ARM AT S-04-1098,SV-268,AL,"TN, TP, TURBIDITY"
,,,,,,,,
3,,SAVANNAH,030601010701,ANDERSON,CHARLES CREEK AT UNNUMBERED RIDGE ROAD OFF S-04-485,RS-03506,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010702,ANDERSON,THREE AND TWENTY CREEK AT S-04-280,SV-111,AL,CD
3,,SAVANNAH,030601010702,ANDERSON,THREE AND TWENTY CREEK AT SR 29,SV-735,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601010704,ANDERSON,LAKE HARTWELL 6 M NNW OF ANDERSON,RL-01020,AL,PH
,,,,,,,,
3,,SAVANNAH,030601010801,PICKENS,SIXMILE CREEK AT S-39-160,SV-205,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601010803,PICKENS,MARTIN CK ARM OF LAKE HARTWELL AT S-37-65 N OF CLEMSON,SV-106,FISH,"HG, PCB"
,,,,,,,,
3,,SAVANNAH,030601020209,OCONEE,CHATTOOGA RVR AT US ROUTE 76,SV-199,AL,PH
,,,,,,,,
3,,SAVANNAH,030601020210,OCONEE,LAKE TUGALOO 1.01 MILES NORTH OF DAM,RL-15105,AL,TN
3,,SAVANNAH,030601020210,OCONEE,LONG CREEK AT S-37-538 -ORCHARD ROAD,RS-14201,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601020304,OCONEE,UNNAMED TRIB AT BRIDGE ON CO RD S-37-142 (BRIDGE ROAD) 5.8 MI SW OF WESTMINSTER. BRIDGE IS 75 YARDS ,RS-04380,REC,ECOLI
3,,SAVANNAH,030601020304,OCONEE,CHAUGA RIVER AT S-37-34,SV-344,AL,CD
3,,SAVANNAH,030601020304,OCONEE,CHAUGA RIVER AT S-37-34,SV-344,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601020403,OCONEE,LAKE YONAH,CL-015,FISH,HG
3,,SAVANNAH,030601020403,OCONEE,EAST LONGNOSE CREEK AT S-37-160 -CLEVELAND PIKE ROAD,RS-13137,REC,ECOLI
3,,SAVANNAH,030601020403,OCONEE,TUGALOO LAKE,SV-599,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601020502,OCONEE,TRIBUTARY OF CHOESTOEA CRK. AT SR 429,SV-790,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601020505,OCONEE,MUD CREEK AT BRIDGE ON S-37-99 2.9 MI NE OF FAIR PLAY,RS-06170,REC,ECOLI
3,,SAVANNAH,030601020505,OCONEE,BEAVERDAM CREEK AT S-37-66,SV-345,AL,PH
3,,SAVANNAH,030601020505,ANDERSON,BEAVERDAM CREEK AT SC 243,SV-364,AL,PH
3,,SAVANNAH,030601020505,ANDERSON,BEAVERDAM CREEK AT SC 243,SV-364,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601020507,OCONEE,CHAUGA RIVER @ TUGALOO R. (TABOR ACCESS),SV-234,FISH,PCB
,,,,,,,,
3,,SAVANNAH,030601030202,ANDERSON,LAKE BROADWAY APPROX 0.4 MI NW OF SPILLWAY NEAR SHORE,RL-16112,AL,PH
3,,SAVANNAH,030601030202,ANDERSON,BROADWAY LAKE; NEAR CENTER; APPROX 225 YARDS SW OF END OF GILMER ROAD OFF MULDROW PARK AREA,RL-16120,AL,"CHLA, PH"
3,,SAVANNAH,030601030202,ANDERSON,CUPBOARD CK AT S-04-733 AB BREAZEALE ST PLANT & BL BLAIR HILL,SV-139,AL,DO
3,,SAVANNAH,030601030202,ANDERSON,BROADWAY CREEK AT US 76 BTWN ANDERSON & BELTON,SV-141,AL,TURBIDITY
3,,SAVANNAH,030601030202,ANDERSON,BROADWAY CRK. AT SR 48,SV-791,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030203,ANDERSON,ROCKY RVR AT S-04-263 2.7 MI SE ANDERSON AT STP,SV-031,AL,TURBIDITY
3,,SAVANNAH,030601030203,ANDERSON,BETSY CK AT S-04-259 BL FIBERGLAS OUTFALL,SV-037,REC,ECOLI
3,,SAVANNAH,030601030203,ANDERSON,ROCKY RVR AT S-04-152 BL ROCKY RVR STP,SV-041,AL,TURBIDITY
,,,,,,,,
3,,SAVANNAH,030601030204,ANDERSON,HEN COOP CREEK AT SR 244,SV-044,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030205,ABBEVILLE,LAKE SECESSION; VERY SMALL COVE ALONG CATFISH COVE ROAD OFF S-01-457. A FEW POTENTIAL DOCKS ALONG EA,RL-16044,AL,PH
3,,SAVANNAH,030601030205,ANDERSON,"LK SECESSION,  1 1/4 MI BELOW SC ROUTE 28",SV-331,AL,PH
,,,,,,,,
3,,SAVANNAH,030601030206,ANDERSON,EAST BEARDS CREEK AT C P HANKS ROAD,RS-15281,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601030401,ANDERSON,DEVILS FORK CK AT BUSBY RD OFF S-04-22,RS-02490,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601030402,ANDERSON,BIG GENEROSTEE CR. AT SC 187,SV-101,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030404,ANDERSON,LITTLE GENEROSTEE CREEK AT TINY MCCONNELL RD OFF OF S-04-105 4.1 MI SW OF STARR (CREEK CROSSES ROAD ,RS-05414,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601030405,ANDERSON,LAKE RUSSELL AT SC 181 6.5 MI SW STARR,SV-100,FISH,HG
3,,SAVANNAH,030601030405,ANDERSON,LAKE HARTWELL @ DAM,SV-642,FISH,"HG, PCB"
,,,,,,,,
3,,SAVANNAH,030601030410,ABBEVILLE,LAKE RUSSELL @ VAN CREEK,CL-096,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601030411,ABBEVILLE,LAKE RUSSELL @ DAM,CL-097,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601030508,ABBEVILLE,MCKENLEY CREEK AT SC 72,RS-16306,AL,CD
3,,SAVANNAH,030601030508,ABBEVILLE,GILL CR. AT SR 32,SV-644,AL,BIO
,,,,,,,,
,,,,,,,,
3,,SAVANNAH,030601030510,ABBEVILLE,"CALHOUN CREEK AT SC 28,  1.5 M NW OF ABBEVILLE",RS-01049,AL,DO
,,,,,,,,
3,,SAVANNAH,030601030512,ABBEVILLE,LITTLE RIVER AT S-01-32,SV-348,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030602,ABBEVILLE,UNNAMED TRIB TO BAILEY'S CREEK AT S-1-171 4.8 MI NNE OF ABBEVILLE,RS-06190,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030603,ABBEVILLE,JOHNS CREEK AT SR 159,SV-734,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030605,ABBEVILLE,DOUBLE BRANCH AT S-01-33,SV-054,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030609,ABBEVILLE,LONG CANE CR. AT SR 33,SV-056,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601030709,MCCORMICK,LONG CANE CREEK (LAKE THURMOND),SV-057,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601030710,MCCORMICK,LITTLE RIVER @ SC 81,SV-699,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601030711,MCCORMICK,VALL BRANCH AT BRIDGE ON SC 28,RS-09286,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601030712,MCCORMICK,CLARKS HILL RESERVOIR HEADWATERS (SAVANNAH RVR),CL-040,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601030713,MCCORMICK,CLARKS HILL RESERVOIR IN FOREBAY NEAR DAM,CL-041,FISH,HG
3,,SAVANNAH,030601030713,MCCORMICK,HAWE CREEK @ SECONDARY ROAD 44,SV-066,AL,"CU, ZN"
3,,SAVANNAH,030601030713,MCCORMICK,UNNAMED TRIB TO HAWE CREEK@ STREAM MOUTH,SV-818,AL,PH
,,,,,,,,
3,,SAVANNAH,030601060201,AIKEN,VAUCLUSE POND,SV-685,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060202,AIKEN,FLAT ROCK POND IN FOREBAY NEAR DAM,SV-686,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060203,AIKEN,LANGLEY POND,SV-531,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060601,AIKEN,UNNAMED TRIBUTARY TO THE SAVANNAH RIVER AT RIVER BLUFF RD IN THE RAPIDS S/D IN NORTH AUGUSTA. SAMPLE,RS-04544,AL,BIO
3,,SAVANNAH,030601060601,AIKEN,SAVANNAH RIVER @ N. AUGUSTA ST. PARK,SV-800,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060607,AIKEN,SAVANNAH RIVER @ JACKSON LANDING,SV-691,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060705,ALLENDALE,LOWER THREE RUNS CK AT SC 125 11 MI NW OF ALLENDALE,SV-175,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601060801,BARNWELL,FOURMILE BRANCH AT SRP ROAD A-7,SV-326,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601060805,BARNWELL,SAVANNAH RIVER @ STEEL CREEK,SV-801,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060806,ALLENDALE,SAVANNAH RIVER @ LITTLE HELL LANDING,SV-690,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601060902,ALLENDALE,BRIAR CRK. AT S-102,SV-745,AL,PH
3,,SAVANNAH,030601060902,ALLENDALE,BRIAR CREEK@ SC HWY 3,SV-814,AL,PH
3,,SAVANNAH,030601060902,ALLENDALE,BRIAR CREEK@ COUNTY RD. 53 NEAR GILL CROSSROADS,SV-815,AL,PH
3,,SAVANNAH,030601060902,ALLENDALE,STONEY CREEK@ COUNTY RD. 53,SV-816,AL,PH
,,,,,,,,
3,,SAVANNAH,030601060905,ALLENDALE,SAVANNAH RIVER @ COHEN'S BLUFF,SV-802,FISH,HG
3,,SAVANNAH,030601060905,ALLENDALE,SAVANNAH RIVER @ JOHNSONG'S LANDING,SV-803,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601070101,GREENWOOD,HARD LABOR CREEK AT S-24-164 BRIDGE,SV-151,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601070103,MCCORMICK,HARD LABOR CK @ SR 23,SV-731,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601070106,MCCORMICK,DOCTORS BRANCH AT S-33-21 6.75 MI E OF MCCORMICK,RS-03342,AL,BIO
3,,SAVANNAH,030601070106,MCCORMICK,CUFFYTOWN CREEK AT S-33-138,SV-351,AL,BIO
,,,,,,,,
3,,SAVANNAH,030601070303,EDGEFIELD,STEVENS CREEK AT S-33-88/S-19-143,SV-354,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601070305,EDGEFIELD,HORN CK AT S-19-143,SV-371,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601090107,JASPER,SAVANNAH RVR OFF B&C LANDING OFF S-27-201,SV-369,AL,"TURBIDITY, ZN"
3,,SAVANNAH,030601090107,HAMPTON,SAVANNAH RIVER @ STOKES BLUFF LANDING,SV-687,FISH,HG
3,,SAVANNAH,030601090107,JASPER,SAVANNAH RIVER @ B & C LANDING,SV-804,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601090303,JASPER,CYPRESS CREEK AT S-27-119,SV-356,AL,DO
3,,SAVANNAH,030601090303,JASPER,CYPRESS CREEK AT S-27-119,SV-356,REC,ECOLI
,,,,,,,,
3,,SAVANNAH,030601090304,JASPER,UNNAMED SWAMP AT BRIDGE ON S-27-119 ONE MILE WEST OF TILLMAN,RS-04372,AL,ZN
,,,,,,,,
3,,SAVANNAH,030601090305,JASPER,SAVANNAH RIVER @ BECK'S FERRY,SV-209,FISH,HG
3,,SAVANNAH,030601090305,JASPER,SAVANNAH RIVER @ MILLSTONE LANDING,SV-805,FISH,HG
,,,,,,,,
3,,SAVANNAH,030601090306,JASPER,WRIGHT RIVER 1.9 MI SE OF TURN BRIDGE LANDING,RT-032032,AL,TURBIDITY
3,,SAVANNAH,030601090306,JASPER,WRIGHT RIVER NEAR HEADWATERS,RT-12038,REC,ENTERO
3,,SAVANNAH,030601090306,JASPER,WRIGHT RVR 0.75MI SW OF GLASGOW LANDING AND 0.96 MILES EAST OF TURN BRIDGE LANDING,RT-15102,AL,TURBIDITY
3,,SAVANNAH,030601090306,JASPER,WRIGHT RVR 0.75MI SW OF GLASGOW LANDING AND 0.96 MILES EAST OF TURN BRIDGE LANDING,RT-15102,REC,ENTERO
,,,,,,,,
1,,SAVANNAH,030601090307,JASPER,SAVANNAH RIVER APPROX 1.3 MI WNW OF THE MOUTH OF FIELDS CUT,RO-14357,AL,DO
,,,,,,,,
3,,SAVANNAH,030601100202,BEAUFORT,NEW RIVER 2.5 MILES UP FROM STATION 19-02A,19-21,SHELLFISH,FC
3,,SAVANNAH,030601100202,JASPER,NEW RIVER 0.8 MILES SE OF CONFLUENCE OF WALTS CUT TO WRIGHT RIVER,RO-15377,AL,TURBIDITY
3,,SAVANNAH,030601100202,BEAUFORT,NEW RIVER 3.4 MI SSE OF SC 170 BRIDGE OVER NEW RIVER,RT-06021,REC,ENTERO
3,,SAVANNAH,030601100202,JASPER,NEW RIVER NEAR COLEMAN ISLAND,RT-16134,REC,ENTERO
,,,,,,,,
3,,SAVANNAH,030601100301,BEAUFORT,MAY RIVER AT FIRST DOCK IN HEADWATERS PAST BLUFF,19-19,SHELLFISH,FC
3,,SAVANNAH,030601100301,BEAUFORT,UNNAMED TRIBUTARY NEAR SW CORNER OF CASCIOGNE BLUFF,19-19A,SHELLFISH,FC
3,,SAVANNAH,030601100301,BEAUFORT,BEND IN MAY RIVER NEAREST HIGH BLUFF OF PALMETTO BLUFF,19-19B,SHELLFISH,FC
3,,SAVANNAH,030601100301,BEAUFORT,FIRST UNNAMED TRIBUTARY LEADING FROM GASCIOGNE BLUFF,19-19C,SHELLFISH,FC
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
